44 ==> 56,0.29
28 ==> 14,0.29
99 ==> 19,0.25
99 ==> 18,0.25
99 ==> 14,0.25
99 ==> 117,0.25
98 ==> 34,0.25
91 ==> 67,0.25
91 ==> 56,0.25
91 ==> 14,0.25
78 ==> 18,0.25
70 ==> 56,0.25
63 ==> 18,0.25
49 ==> 34,0.25
49 ==> 18,0.25
48 ==> 67,0.25
32 ==> 56,0.25
32 ==> 18,0.25
26 ==> 34,0.25
26 ==> 18,0.25
26 ==> 14,0.25
113 ==> 67,0.25
113 ==> 56,0.25
113 ==> 18,0.25
108 ==> 67,0.25
67 ==> 14,0.24
72 ==> 56,0.22
72 ==> 18,0.22
72 ==> 14,0.22
16 ==> 67,0.22
16 ==> 14,0.22
14 ==> 67,0.22
116 ==> 67,0.22
116 ==> 56,0.22
116 ==> 18,0.22
116 ==> 14,0.22
102 ==> 60,0.22
102 ==> 56,0.22
102 ==> 14,0.22
19 ==> 56,0.21
19 ==> 14,0.21
117 ==> 14,0.21
60 ==> 56,0.2
60 ==> 34,0.2
60 ==> 18,0.2
60 ==> 14,0.2
111 ==> 56,0.2
111 ==> 18,0.2
111 ==> 14,0.2
94 ==> 67,0.2
94 ==> 56,0.2
90 ==> 56,0.2
90 ==> 34,0.2
90 ==> 18,0.2
81 ==> 60,0.2
39 ==> 67,0.2
39 ==> 34,0.2
39 ==> 18,0.2
21 ==> 67,0.2
21 ==> 18,0.2
21 ==> 14,0.2
20 ==> 67,0.2
20 ==> 14,0.2
110 ==> 67,0.2
110 ==> 60,0.2
110 ==> 56,0.2
110 ==> 34,0.2
110 ==> 18,0.2
110 ==> 14,0.2
110 ==> 111,0.2
101 ==> 67,0.2
101 ==> 56,0.2
101 ==> 14,0.2
101 ==> 1,0.2
1 ==> 86,0.2
1 ==> 67,0.2
1 ==> 56,0.2
1 ==> 34,0.2
1 ==> 18,0.2
1 ==> 14,0.2
1 ==> 111,0.2
34 ==> 67,0.19
34 ==> 60,0.19
34 ==> 56,0.19
34 ==> 18,0.19
34 ==> 14,0.19
67 ==> 56,0.18
67 ==> 34,0.18
67 ==> 18,0.18
67 ==> 108,0.18
18 ==> 67,0.18
18 ==> 60,0.18
18 ==> 56,0.18
18 ==> 34,0.18
18 ==> 14,0.18
18 ==> 111,0.18
6 ==> 86,0.17
6 ==> 67,0.17
6 ==> 60,0.17
6 ==> 56,0.17
6 ==> 34,0.17
6 ==> 30,0.17
6 ==> 18,0.17
6 ==> 14,0.17
6 ==> 117,0.17
6 ==> 111,0.17
57 ==> 67,0.17
57 ==> 34,0.17
57 ==> 19,0.17
57 ==> 18,0.17
57 ==> 14,0.17
57 ==> 117,0.17
57 ==> 111,0.17
46 ==> 67,0.17
46 ==> 56,0.17
46 ==> 34,0.17
46 ==> 18,0.17
46 ==> 14,0.17
42 ==> 67,0.17
42 ==> 60,0.17
42 ==> 34,0.17
42 ==> 19,0.17
42 ==> 14,0.17
42 ==> 117,0.17
30 ==> 67,0.17
30 ==> 60,0.17
30 ==> 6,0.17
30 ==> 56,0.17
30 ==> 34,0.17
30 ==> 19,0.17
30 ==> 18,0.17
30 ==> 14,0.17
30 ==> 117,0.17
30 ==> 111,0.17
30 ==> 108,0.17
2 ==> 67,0.17
2 ==> 56,0.17
2 ==> 18,0.17
2 ==> 14,0.17
15 ==> 67,0.17
15 ==> 56,0.17
15 ==> 18,0.17
15 ==> 14,0.17
15 ==> 111,0.17
108 ==> 60,0.17
108 ==> 56,0.17
108 ==> 34,0.17
108 ==> 30,0.17
108 ==> 19,0.17
108 ==> 18,0.17
108 ==> 14,0.17
108 ==> 117,0.17
56 ==> 67,0.17
56 ==> 60,0.17
56 ==> 34,0.17
56 ==> 19,0.17
56 ==> 18,0.17
56 ==> 14,0.17
56 ==> 111,0.17
14 ==> 60,0.17
14 ==> 56,0.17
14 ==> 34,0.17
14 ==> 19,0.17
14 ==> 18,0.17
14 ==> 117,0.17
14 ==> 111,0.17
86 ==> 67,0.15
86 ==> 60,0.15
86 ==> 6,0.15
86 ==> 56,0.15
86 ==> 34,0.15
86 ==> 19,0.15
86 ==> 18,0.15
86 ==> 14,0.15
86 ==> 117,0.15
86 ==> 111,0.15
86 ==> 1,0.15
44 ==> 67,0.14
44 ==> 60,0.14
44 ==> 34,0.14
44 ==> 30,0.14
44 ==> 19,0.14
44 ==> 18,0.14
44 ==> 14,0.14
44 ==> 117,0.14
44 ==> 111,0.14
4 ==> 60,0.14
4 ==> 6,0.14
4 ==> 56,0.14
4 ==> 34,0.14
4 ==> 19,0.14
4 ==> 18,0.14
4 ==> 14,0.14
4 ==> 117,0.14
4 ==> 111,0.14
28 ==> 67,0.14
28 ==> 56,0.14
28 ==> 34,0.14
28 ==> 18,0.14
28 ==> 117,0.14
28 ==> 111,0.14
19 ==> 99,0.14
19 ==> 86,0.14
19 ==> 67,0.14
19 ==> 60,0.14
19 ==> 34,0.14
19 ==> 30,0.14
19 ==> 18,0.14
19 ==> 117,0.14
19 ==> 111,0.14
19 ==> 108,0.14
12 ==> 67,0.14
12 ==> 60,0.14
12 ==> 56,0.14
12 ==> 34,0.14
12 ==> 19,0.14
12 ==> 18,0.14
12 ==> 14,0.14
12 ==> 117,0.14
12 ==> 111,0.14
117 ==> 99,0.14
117 ==> 86,0.14
117 ==> 67,0.14
117 ==> 60,0.14
117 ==> 6,0.14
117 ==> 56,0.14
117 ==> 34,0.14
117 ==> 30,0.14
117 ==> 19,0.14
117 ==> 18,0.14
117 ==> 111,0.14
117 ==> 108,0.14
60 ==> 86,0.13
60 ==> 67,0.13
60 ==> 6,0.13
60 ==> 30,0.13
60 ==> 19,0.13
60 ==> 117,0.13
60 ==> 111,0.13
60 ==> 110,0.13
60 ==> 108,0.13
60 ==> 102,0.13
111 ==> 86,0.13
111 ==> 67,0.13
111 ==> 60,0.13
111 ==> 6,0.13
111 ==> 34,0.13
111 ==> 30,0.13
111 ==> 19,0.13
111 ==> 117,0.13
111 ==> 110,0.13
111 ==> 1,0.13
99 ==> 86,0.12
99 ==> 67,0.12
99 ==> 60,0.12
99 ==> 56,0.12
99 ==> 34,0.12
99 ==> 30,0.12
99 ==> 111,0.12
91 ==> 86,0.12
91 ==> 60,0.12
91 ==> 6,0.12
91 ==> 34,0.12
91 ==> 30,0.12
91 ==> 18,0.12
91 ==> 117,0.12
78 ==> 86,0.12
78 ==> 67,0.12
78 ==> 60,0.12
78 ==> 6,0.12
78 ==> 56,0.12
78 ==> 34,0.12
78 ==> 14,0.12
78 ==> 117,0.12
78 ==> 111,0.12
49 ==> 86,0.12
49 ==> 67,0.12
49 ==> 60,0.12
49 ==> 6,0.12
49 ==> 56,0.12
49 ==> 30,0.12
49 ==> 19,0.12
49 ==> 14,0.12
49 ==> 116,0.12
49 ==> 111,0.12
49 ==> 108,0.12
48 ==> 86,0.12
48 ==> 60,0.12
48 ==> 6,0.12
48 ==> 56,0.12
48 ==> 34,0.12
48 ==> 19,0.12
48 ==> 18,0.12
48 ==> 14,0.12
48 ==> 117,0.12
34 ==> 86,0.12
34 ==> 6,0.12
34 ==> 49,0.12
34 ==> 30,0.12
34 ==> 26,0.12
34 ==> 19,0.12
34 ==> 117,0.12
34 ==> 111,0.12
34 ==> 110,0.12
34 ==> 108,0.12
34 ==> 1,0.12
32 ==> 67,0.12
32 ==> 60,0.12
32 ==> 34,0.12
32 ==> 30,0.12
32 ==> 14,0.12
32 ==> 115,0.12
26 ==> 72,0.12
26 ==> 67,0.12
26 ==> 60,0.12
26 ==> 56,0.12
26 ==> 19,0.12
26 ==> 117,0.12
115 ==> 86,0.12
115 ==> 67,0.12
115 ==> 60,0.12
115 ==> 56,0.12
115 ==> 34,0.12
115 ==> 32,0.12
115 ==> 30,0.12
115 ==> 18,0.12
115 ==> 14,0.12
115 ==> 117,0.12
115 ==> 111,0.12
67 ==> 91,0.12
67 ==> 86,0.12
67 ==> 60,0.12
67 ==> 6,0.12
67 ==> 48,0.12
67 ==> 30,0.12
67 ==> 19,0.12
67 ==> 16,0.12
67 ==> 117,0.12
67 ==> 116,0.12
67 ==> 111,0.12
67 ==> 110,0.12
67 ==> 1,0.12
18 ==> 99,0.12
18 ==> 86,0.12
18 ==> 78,0.12
18 ==> 72,0.12
18 ==> 6,0.12
18 ==> 49,0.12
18 ==> 32,0.12
