93 ==> 56,0.5
88 ==> 67,0.5
88 ==> 56,0.5
88 ==> 34,0.5
88 ==> 14,0.5
84 ==> 67,0.5
84 ==> 60,0.5
84 ==> 56,0.5
84 ==> 18,0.5
84 ==> 14,0.5
83 ==> 67,0.5
79 ==> 67,0.5
79 ==> 60,0.5
79 ==> 56,0.5
79 ==> 34,0.5
79 ==> 14,0.5
69 ==> 56,0.5
62 ==> 18,0.5
54 ==> 56,0.5
54 ==> 14,0.5
41 ==> 67,0.5
36 ==> 86,0.5
35 ==> 67,0.5
35 ==> 56,0.5
31 ==> 18,0.5
23 ==> 67,0.5
23 ==> 56,0.5
23 ==> 14,0.5
22 ==> 67,0.5
22 ==> 14,0.5
13 ==> 67,0.5
13 ==> 56,0.5
13 ==> 34,0.5
114 ==> 14,0.5
107 ==> 67,0.5
107 ==> 34,0.5
107 ==> 18,0.5
106 ==> 14,0.5
103 ==> 56,0.5
103 ==> 14,0.5
10 ==> 67,0.5
10 ==> 56,0.5
10 ==> 14,0.5
44 ==> 56,0.47
4 ==> 56,0.47
46 ==> 56,0.47
57 ==> 14,0.46
39 ==> 67,0.46
39 ==> 56,0.46
101 ==> 56,0.46
98 ==> 67,0.45
98 ==> 56,0.45
98 ==> 34,0.45
94 ==> 67,0.45
81 ==> 60,0.45
81 ==> 14,0.45
3 ==> 14,0.45
29 ==> 67,0.45
29 ==> 56,0.45
113 ==> 18,0.45
16 ==> 67,0.45
76 ==> 67,0.44
76 ==> 56,0.44
76 ==> 34,0.44
76 ==> 18,0.44
76 ==> 14,0.44
75 ==> 67,0.44
75 ==> 56,0.44
75 ==> 18,0.44
75 ==> 14,0.44
5 ==> 67,0.44
5 ==> 56,0.44
5 ==> 34,0.44
5 ==> 18,0.44
5 ==> 14,0.44
43 ==> 56,0.44
43 ==> 14,0.44
37 ==> 56,0.44
37 ==> 34,0.44
37 ==> 18,0.44
37 ==> 14,0.44
24 ==> 67,0.44
24 ==> 56,0.44
24 ==> 18,0.44
24 ==> 14,0.44
118 ==> 67,0.44
118 ==> 34,0.44
118 ==> 14,0.44
28 ==> 14,0.44
1 ==> 56,0.43
19 ==> 56,0.43
