         1          1         14
         1          1         16
         1          1         28
         1          1         88
         2          2          2
         2          2          6
         2          2         47
         2          2         49
         2          2        115
         3          3          0
         3          3         18
         3          3         26
         3          3        119
         4          4         15
         4          4         16
         4          4         23
         4          4         67
         4          4         77
         4          4         87
         5          5         67
         5          5         86
         5          5        115
         5          5        117
         6          6         12
         6          6         34
         6          6         38
         6          6         56
         6          6         74
         6          6         88
         6          6         97
         6          6        110
         6          6        116
         7          7         14
         7          7         28
         7          7         54
         7          7         57
         7          7         74
         7          7         90
         7          7         91
         7          7        110
         8          8          3
         8          8         13
         8          8         18
         8          8         23
         8          8         26
         8          8         37
         8          8         57
         8          8        116
         9          9         18
         9          9         34
         9          9         39
         9          9         56
         9          9         67
         9          9         70
         9          9        108
         9          9        118
        10         10         29
        10         10         91
        10         10        110
        11         11         15
        11         11         32
        11         11         60
        11         11        102
        12         12          8
        12         12         21
        12         12         38
        12         12         56
        13         13         15
        13         13         37
        13         13         60
        13         13         76
        13         13        112
        14         14         15
        14         14         34
        14         14         41
        14         14         60
        14         14         86
        15         15         30
        15         15         38
        15         15         60
        15         15        102
        15         15        117
        16         16         14
        16         16         15
        16         16         30
        16         16         85
        16         16         99
        17         17          0
        17         17         24
        17         17         91
        18         18         18
        18         18         39
        18         18        102
        19         19         72
        19         19        101
        19         19        112
        20         20         13
        20         20         14
        20         20         30
        20         20         31
        20         20         56
        20         20        108
        20         20        110
        21         21         14
        21         21         18
        21         21         20
        21         21         97
        21         21        111
        21         21        115
        21         21        116
        22         22          1
        22         22          2
        22         22          6
        22         22         11
        22         22         21
        22         22         24
        22         22         28
        22         22         32
        22         22         48
        22         22         57
        22         22         61
        22         22         64
        22         22         81
        22         22        102
        23         23          1
        23         23          4
        23         23         42
        23         23         49
        23         23         60
        23         23         91
        23         23        119
        24         24         30
        24         24         39
        24         24         44
        24         24         46
        24         24         54
        24         24        117
        25         25          5
        25         25         20
        25         25         99
        25         25        113
        25         25        117
        26         26          6
        26         26         30
        26         26         56
        26         26         60
        26         26         78
        26         26         90
        26         26        105
        26         26        112
        26         26        116
        26         26        118
        27         27          6
        27         27         16
        27         27         67
        28         28         70
        28         28         81
        28         28        110
        29         29          0
        29         29          6
        29         29         18
        29         29         23
        29         29         30
        29         29         60
        29         29        108
        29         29        113
        29         29        116
        30         30         19
        30         30         30
        30         30         52
        30         30         72
        30         30         94
        30         30        108
        31         31          5
        31         31         18
        31         31         29
        31         31         67
        31         31         78
        31         31         81
        31         31        101
        31         31        117
        32         32          1
        32         32         20
        32         32         63
        32         32         89
        33         33          1
        33         33         14
        33         33         18
        33         33         20
        33         33         21
        33         33         30
        33         33         47
        33         33         70
        34         34         30
        34         34         32
        34         34         35
        34         34         41
        34         34         56
        34         34         63
        34         34         99
        34         34        111
        35         35         18
        35         35         56
        35         35        107
        35         35        116
        35         35        117
        36         36         39
        36         36         60
        36         36        110
        37         37          6
        37         37         47
        37         37         48
        37         37         86
        37         37        115
        38         38         34
        38         38         56
        38         38         70
        38         38         94
        38         38        100
        39         39         46
        39         39         72
        40         40         12
        40         40         77
        40         40         86
        40         40        110
        40         40        111
        41         41          1
        41         41         10
        41         41         34
        41         41         56
        41         41         70
        41         41         83
        41         41        102
        41         41        103
        42         42         16
        42         42         18
        42         42         28
        42         42         30
        42         42         34
        42         42         37
        42         42        111
        43         43         28
        43         43         43
        43         43         63
        43         43         67
        43         43         86
        43         43        100
        43         43        108
        43         43        110
        43         43        116
        44         44         19
        44         44         20
        44         44         60
        44         44         81
        44         44         94
        44         44        111
        45         45          3
        45         45          6
        45         45         18
        45         45         19
        45         45         26
        46         46         67
        46         46         91
        46         46        101
        47         47          4
        47         47         13
        47         47         68
        47         47         94
        47         47        110
        48         48          1
        48         48         57
        48         48         67
        48         48         77
        49         49          4
        49         49          6
        49         49          8
        49         49         26
        49         49         97
        49         49        113
        50         50         91
        50         50         98
        50         50        118
        51         51         14
        51         51         34
        51         51         67
        51         51         68
        52         52         21
        52         52         42
        52         52         46
        52         52        102
        53         53          2
        53         53         16
        53         53         24
        53         53         25
        53         53         29
        53         53         34
        53         53         41
        53         53         46
        53         53         81
        53         53         92
        53         53        118
        54         54         56
        54         54         87
        54         54         91
        54         54         97
        54         54         99
        55         55        110
        56         56         16
        56         56         30
        56         56         43
        56         56         44
        56         56         67
        56         56         71
        56         56         91
        56         56        110
        57         57          1
        57         57          5
        57         57         18
        57         57         21
        57         57         49
        57         57         56
        57         57         77
        58         58         41
        58         58         56
        58         58         60
        58         58         84
        58         58        117
        59         59         30
        59         59         34
        59         59         60
        60         60         18
        60         60         26
        60         60         76
        61         61          5
        61         61         33
        61         61         39
        61         61         42
        61         61         67
        61         61         91
        62         62          6
        62         62         12
        62         62         15
        62         62         18
        62         62        117
        63         63         14
        63         63         60
        63         63         89
        63         63        111
        63         63        112
        64         64         44
        64         64         48
        64         64         57
        64         64         99
        65         65          3
        65         65         85
        65         65         91
        66         66         19
        66         66         48
        66         66         54
        67         67         31
        67         67         72
        68         68         34
        69         69          6
        69         69         24
        69         69         46
        69         69         49
        69         69         56
        69         69         85
        69         69         87
        70         70         46
        70         70         91
        70         70        119
        71         71          4
        71         71         28
        71         71         49
        72         72         16
        72         72         28
        72         72         30
        72         72         38
        72         72         44
        73         73          1
        73         73          5
        73         73         14
        73         73        101
        74         74          1
        74         74         20
        74         74         30
        74         74         63
        74         74         89
        74         74         99
        75         75          0
        75         75          1
        75         75          2
        75         75         12
        75         75         15
        75         75         37
        75         75         46
        75         75         50
        75         75         54
        75         75         67
        75         75         81
        75         75        101
        75         75        102
        76         76          5
        76         76         11
        76         76        103
        77         77         34
        77         77         67
        77         77         72
        77         77         74
        77         77         78
        77         77         90
        77         77        100
        77         77        110
        78         78         12
        78         78         14
        78         78         18
        78         78         26
        78         78         30
        78         78         56
        78         78         67
        78         78         75
        78         78         85
        78         78         91
        78         78        111
        79         79          1
        79         79          2
        79         79         15
        79         79         35
        79         79         39
        79         79         41
        79         79         47
        79         79         61
        79         79         66
        79         79         74
        79         79        106
        79         79        110
        80         80         29
        80         80         47
        80         80         48
        81         81          3
        81         81         19
        81         81         34
        81         81         49
        81         81         67
        81         81         70
        81         81         79
        81         81        111
        81         81        116
        81         81        117
        82         82         16
        82         82         60
        82         82         72
        82         82         94
        83         83         16
        83         83         18
        83         83         20
        83         83         29
        83         83         77
        83         83         99
        83         83        108
        84         84         31
        84         84         78
        84         84        111
        84         84        115
        84         84        117
        85         85          0
        85         85         14
        85         85         19
        85         85         32
        85         85         44
        85         85         56
        85         85         70
        85         85        117
        86         86          4
        86         86         34
        86         86         39
        86         86        115
        87         87          1
        87         87          6
        87         87         18
        87         87         75
        87         87         86
        87         87         90
        87         87        116
        88         88          1
        88         88         31
        88         88         50
        88         88         56
        88         88         61
        88         88         72
        88         88         77
        88         88        113
        88         88        116
        89         89         14
        89         89         23
        89         89         28
        89         89         33
        89         89         60
        89         89         74
        89         89         86
        89         89         91
        90         90          5
        90         90         12
        90         90         81
        90         90         86
        90         90         87
        90         90        101
        90         90        103
        90         90        113
        91         91          5
        91         91         14
        91         91         56
        91         91         83
        91         91        108
        91         91        111
        91         91        113
        91         91        116
        92         92         34
        92         92         37
        92         92         61
        92         92         63
        92         92         84
        92         92         86
        93         93         20
        93         93         26
        93         93         46
        93         93         57
        93         93         60
        93         93        108
        94         94          0
        94         94          5
        94         94         34
        94         94         98
        94         94        110
        95         95          0
        95         95         15
        95         95         18
        95         95         30
        95         95         31
        95         95         42
        95         95         49
        95         95         57
        95         95         60
        95         95         91
        95         95        116
        96         96         37
        96         96         42
        96         96         74
        97         97         30
        97         97         60
        97         97         99
        97         97        101
        97         97        110
        98         98         13
        98         98         59
        99         99          2
        99         99          3
        99         99         12
        99         99         18
        99         99         44
        99         99         56
        99         99        111
       100        100         29
       100        100         99
       100        100        118
       101        101          2
       101        101         14
       101        101         56
       101        101         67
       101        101         68
       101        101         77
       101        101         94
       101        101        103
       101        101        110
       102        102         19
       102        102         42
       102        102         56
       102        102         57
       102        102         98
       103        103         12
       103        103         32
       103        103         86
       104        104         67
       104        104         72
       104        104        103
       104        104        108
       105        105         48
       105        105        103
       106        106         34
       106        106        108
       107        107        115
       107        107        119
       108        108         19
       108        108         33
       108        108         46
       108        108        108
       108        108        117
       109        109          2
       109        109         14
       109        109         43
       109        109         44
       109        109         78
       109        109         98
       109        109        110
       110        110          1
       110        110         19
       110        110         20
       110        110         67
       110        110         72
       110        110         76
       111        111         14
       111        111         31
       111        111         41
       111        111         60
       111        111        110
       112        112          6
       112        112         16
       112        112         18
       112        112         22
       112        112         32
       112        112         49
       112        112         70
       112        112        111
       113        113         12
       113        113         13
       113        113         14
       113        113         19
       113        113         23
       113        113         30
       113        113         33
       113        113         56
       113        113         60
       113        113         67
       113        113         70
       113        113         85
       113        113         94
       113        113         99
       113        113        100
       113        113        117
       114        114          1
       114        114         15
       114        114         18
       114        114         32
       114        114         91
       114        114        108
       114        114        116
       115        115          4
       115        115         12
       115        115         14
       115        115         44
       115        115         91
       116        116          2
       116        116         15
       116        116         16
       116        116         19
       116        116         28
       116        116         41
       116        116         49
       116        116         50
       116        116         87
       116        116        108
       117        117         14
       117        117         26
       117        117         29
       117        117         60
       117        117        111
       118        118         66
       118        118         73
       118        118        102
       118        118        117
       119        119          6
       119        119         56
       119        119         60
       119        119         99
       120        120          1
       120        120          6
       120        120         42
       120        120         53
       120        120         60
       120        120         75
       120        120         83
       120        120         99
       121        121         15
       121        121         18
       121        121         30
       121        121         34
       121        121         56
       121        121         70
       121        121         75
       121        121         83
       121        121         86
       121        121         91
       121        121        100
       121        121        113
       122        122         20
       122        122         60
       122        122         67
       123        123         18
       123        123         93
       123        123        108
       123        123        115
       124        124         10
       124        124         18
       124        124         32
       124        124         50
       124        124         86
       124        124         91
       125        125          4
       125        125         26
       125        125         56
       125        125        102
       126        126         16
       126        126         19
       126        126         30
       126        126         34
       126        126         86
       126        126         99
       127        127          4
       127        127         19
       127        127         26
       127        127         30
       127        127         34
       127        127         38
       127        127         44
       127        127         72
       127        127         77
       127        127        113
       128        128         21
       128        128         28
       128        128         30
       128        128         32
       128        128         72
       128        128        110
       129        129         43
       129        129         54
       129        129         62
       129        129         66
       130        130         28
       130        130        108
       131        131          1
       131        131         15
       131        131         30
       131        131         34
       131        131         56
       131        131        101
       131        131        111
       131        131        115
       132        132          0
       132        132          5
       132        132         34
       132        132         98
       132        132        110
       133        133          0
       133        133          4
       133        133         14
       133        133         19
       133        133         30
       133        133         43
       134        134         87
       134        134        111
       135        135          8
       135        135         14
       135        135         29
       135        135         34
       135        135         35
       135        135         46
       135        135         48
       135        135         67
       135        135        100
       135        135        101
       136        136         12
       136        136         19
       136        136         28
       136        136         31
       136        136         75
       136        136         85
       137        137         16
       137        137         19
       137        137         37
       137        137         38
       137        137         60
       138        138         37
       138        138         43
       138        138         47
       138        138         67
       138        138         78
       138        138         87
       138        138         94
       138        138        102
       138        138        113
       139        139          2
       139        139          4
       139        139         16
       139        139         32
       139        139         56
       139        139         60
       139        139         86
       139        139        101
       140        140         37
       140        140         43
       140        140         47
       140        140         67
       140        140         78
       140        140         87
       140        140         94
       140        140        102
       140        140        113
       141        141         14
       141        141         26
       141        141         32
       141        141         39
       141        141         56
       141        141         69
       141        141        112
       142        142         60
       142        142         66
       142        142        118
       143        143         10
       143        143         19
       143        143         20
       143        143         43
       143        143         49
       143        143         56
       143        143        114
       144        144          1
       144        144         63
       144        144         88
       144        144        101
       145        145          4
       145        145         14
       145        145         19
       145        145         36
       145        145        111
       146        146         18
       146        146         85
       146        146        117
       147        147          0
       147        147         11
       147        147         34
       147        147         48
       147        147         91
       148        148         31
       148        148         40
       148        148         57
       148        148         63
       148        148         86
       148        148        116
       149        149         67
       149        149         91
       150        150          3
       150        150         12
       150        150         16
       150        150         18
       150        150         34
       150        150         54
       150        150         78
       150        150         89
       150        150         98
       150        150        115
       151        151         11
       151        151         30
       151        151         42
       151        151         46
       151        151         57
       151        151        117
       152        152         49
       152        152         72
       152        152         86
       152        152        103
       152        152        114
       153        153          5
       153        153         30
       153        153         70
       153        153        103
       153        153        111
       154        154          1
       154        154         66
       154        154         81
       155        155          6
       155        155         48
       156        156         11
       156        156         14
       156        156         42
       156        156         89
       157        157          8
       157        157         14
       157        157         26
       157        157         60
       157        157         70
       157        157        102
       157        157        110
       158        158          4
       158        158         29
       158        158         60
       158        158         91
       158        158        110
       158        158        111
       159        159         18
       159        159         60
       159        159         72
       159        159         90
       159        159         93
       159        159         99
       159        159        112
       160        160          2
       160        160         57
       160        160         89
       160        160        116
       160        160        117
       161        161          1
       161        161         34
       161        161         49
       161        161        115
       162        162          2
       162        162         19
       162        162         60
       162        162         93
       163        163          5
       163        163         33
       163        163        100
       163        163        115
       164        164          0
       164        164          4
       164        164         14
       164        164         24
       164        164         30
       164        164         32
       164        164         54
       164        164         56
       164        164         77
       164        164        108
       165        165         16
       165        165         30
       165        165         46
       165        165         72
       165        165        109
       166        166          5
       166        166         34
       166        166        108
       167        167         20
       167        167        101
       168        168         14
       168        168         26
       168        168        115
       168        168        118
       169        169          2
       169        169         10
       169        169         33
       169        169         54
       169        169         85
       169        169         98
       169        169        108
       170        170         76
       170        170         86
       170        170        108
       170        170        116
       170        170        117
       171        171         19
       171        171         31
       171        171         39
       171        171         42
       171        171         78
       171        171         93
       171        171        111
       172        172         38
       172        172         98
       172        172        101
       172        172        110
       173        173          6
       173        173         30
       173        173         38
       173        173         43
       173        173         86
       173        173         97
       173        173        117
       174        174         32
       174        174         56
       174        174         75
       174        174        102
       174        174        115
       174        174        119
       175        175          1
       175        175         34
       175        175         72
       175        175        111
       176        176          1
       176        176         44
       176        176         70
       176        176         84
       176        176         91
       177        177         21
       177        177         42
       177        177         46
       177        177        102
       178        178          0
       178        178          3
       178        178          5
       178        178         48
       178        178         67
       178        178        108
       178        178        117
       179        179          6
       179        179         18
       179        179         42
       179        179         46
       179        179         50
       179        179         91
       179        179        116
       180        180          0
       180        180         15
       180        180         32
       180        180         46
       180        180         56
       180        180         67
       180        180        113
       181        181          1
       181        181          6
       181        181         35
       181        181         56
       181        181         91
       181        181        116
       182        182          0
       182        182         33
       182        182         50
       182        182        113
       183        183         24
       183        183         34
       183        183         51
       183        183        115
       184        184          6
       184        184         44
       184        184         63
       184        184         86
       184        184        108
       184        184        117
       185        185          4
       185        185         14
       185        185         31
       185        185         60
       185        185         69
       185        185        101
       185        185        111
       186        186         44
       186        186         49
       186        186         94
       186        186        111
       187        187          6
       187        187         11
       187        187         85
       188        188         89
       188        188         93
       189        189          4
       189        189         11
       189        189         67
       189        189         86
       189        189        110
       190        190         39
       190        190         56
       190        190        113
       191        191         35
       191        191         72
       191        191         91
       191        191        111
       192        192          1
       192        192          3
       192        192         14
       192        192         18
       192        192         19
       192        192         54
       192        192        102
       192        192        110
       192        192        119
       193        193          1
       193        193         14
       193        193         30
       193        193         34
       193        193         44
       193        193         67
       193        193         69
       193        193         93
       193        193         99
       193        193        108
       193        193        116
       193        193        117
       194        194         21
       194        194         48
       195        195          3
       195        195          6
       195        195         39
       195        195         78
       195        195        100
       196        196          2
       196        196         14
       196        196         21
       196        196         32
       196        196         56
       196        196         78
       196        196        101
       196        196        108
       197        197          0
       197        197         15
       197        197         24
       197        197         49
       197        197         86
       197        197         94
       197        197        117
       198        198          1
       198        198         33
       198        198         34
       198        198         98
       198        198         99
       198        198        100
       199        199          1
       199        199          5
       199        199         12
       199        199         18
       199        199         21
       199        199         26
       199        199         34
       199        199         38
       199        199         86
       199        199        102
       200        200         57
       200        200         84
       200        200        111
       201        201         12
       201        201         14
       201        201         18
       201        201         24
       201        201         28
       201        201         35
       201        201         36
       201        201         86
       201        201         91
       201        201        110
       202        202         32
       202        202         70
       202        202         94
       202        202         97
       202        202        115
       203        203          7
       203        203         15
       203        203         18
       203        203         19
       203        203         28
       203        203         42
       203        203         48
       203        203         60
       203        203         63
       203        203         76
       203        203         81
       203        203        100
       203        203        110
       204        204         18
       204        204         30
       204        204         32
       204        204         93
       205        205         14
       205        205         22
       205        205         68
       206        206          6
       206        206         18
       206        206         26
       206        206         67
       206        206         86
       206        206        110
       207        207         16
       207        207         32
       207        207         34
       207        207         86
       208        208         11
       208        208         99
       209        209         26
       209        209         47
       209        209         86
       210        210          0
       210        210          6
       210        210         28
       210        210        100
       211        211          4
       211        211         44
       211        211         56
       211        211         70
       211        211         78
       211        211        100
       211        211        102
       211        211        110
       211        211        111
       212        212         14
       212        212         18
       212        212         56
       212        212         60
       212        212         77
       212        212         99
       212        212        111
       212        212        115
       213        213         15
       213        213         18
       213        213         30
       213        213         60
       213        213         98
       213        213        108
       213        213        116
       214        214          1
       214        214         32
       214        214         73
       214        214         77
       214        214         78
       214        214         87
       214        214        110
       215        215         14
       215        215         28
       215        215         29
       215        215        115
       215        215        117
       216        216         20
       216        216         31
       216        216         70
       216        216         82
       216        216         98
       217        217          6
       217        217         81
       218        218         12
       218        218         16
       218        218         34
       218        218         49
       218        218         51
       218        218         81
       218        218        108
       218        218        112
       219        219         12
       219        219         79
       220        220          0
       220        220         26
       220        220         28
       220        220         44
       220        220         72
       220        220         93
       220        220        116
       221        221         19
       221        221         56
       221        221        107
       222        222          6
       222        222         29
       222        222         50
       222        222         56
       222        222         78
       222        222        112
       223        223          0
       223        223         13
       223        223         14
       223        223         39
       223        223         86
       224        224          1
       224        224         20
       224        224         28
       224        224         46
       224        224         86
       224        224        100
       225        225          8
       225        225         34
       225        225         44
       225        225         60
       225        225         62
       225        225         94
       225        225        110
       225        225        111
       226        226         67
       226        226         88
       226        226        108
       226        226        110
       226        226        113
       226        226        116
       227        227         15
       227        227         29
       227        227         40
       227        227        116
       228        228         11
       228        228         18
       228        228         48
       228        228         76
       228        228        100
       228        228        113
       228        228        117
       229        229         30
       229        229         32
       229        229         34
       229        229         49
       229        229         60
       229        229         67
       229        229        110
       229        229        115
       229        229        116
       230        230          8
       230        230         18
       230        230         22
       230        230         23
       230        230         36
       230        230        111
       231        231          8
       231        231         11
       231        231         32
       231        231         41
       232        232          6
       232        232         33
       232        232         78
       232        232         95
       233        233         13
       233        233         14
       233        233         38
       233        233         67
       233        233         73
       234        234         60
       234        234         72
       234        234         75
       234        234        101
       234        234        103
       234        234        111
       235        235         11
       235        235         14
       235        235         16
       235        235         32
       235        235         60
       235        235        116
       235        235        117
       236        236          4
       236        236         18
       236        236         34
       236        236         50
       236        236         72
       236        236        111
       237        237         30
       237        237         33
       237        237         67
       237        237         78
       237        237         94
       237        237        107
       237        237        111
       237        237        115
       238        238          1
       238        238         34
       238        238         37
       238        238         66
       238        238         72
       238        238        102
       238        238        110
       238        238        111
       238        238        117
       239        239          1
       239        239         19
       239        239         30
       239        239         49
       240        240          1
       240        240         16
       240        240         42
       240        240         48
       240        240        101
       240        240        103
       241        241         11
       241        241         28
       241        241         34
       242        242         63
       242        242         92
